idUsuario,artista,sexo,pais
212,leonard cohen,m,Sweden
212,death cab for cutie,m,Sweden
212,john coltrane,m,Sweden
212,the books,m,Sweden
212,aphex twin,m,Sweden
212,radiohead,m,Sweden
212,foals,m,Sweden
212,kent,m,Sweden
217,atmosphere,f,United States
217,sublime,f,United States
217,jay-z,f,United States
217,the mountain goats,f,United States
217,ben folds,f,United States
217,nirvana,f,United States
217,blink-182,f,United States
217,jimmy eat world,f,United States
217,notorious b.i.g.,f,United States
217,eminem,f,United States
217,taking back sunday,f,United States
220,amon amarth,f,United Kingdom
220,placebo,f,United Kingdom
220,massive attack,f,United Kingdom
220,apocalyptica,f,United Kingdom
220,combichrist,f,United Kingdom
220,samael,f,United Kingdom
220,lacrimosa,f,United Kingdom
241,queen,m,Brazil
241,ozzy osbourne,m,Brazil
241,avantasia,m,Brazil
241,nightwish,m,Brazil
241,the killers,m,Brazil
241,arctic monkeys,m,Brazil
241,social distortion,m,Brazil
241,blind guardian,m,Brazil
241,jack johnson,m,Brazil
241,hammerfall,m,Brazil
241,colbie caillat,m,Brazil
241,slipknot,m,Brazil
241,kamelot,m,Brazil
241,iced earth,m,Brazil
241,placebo,m,Brazil
241,rage against the machine,m,Brazil
241,led zeppelin,m,Brazil
241,rhapsody of fire,m,Brazil
241,blink-182,m,Brazil
241,sonata arctica,m,Brazil
241,fall out boy,m,Brazil
241,rise against,m,Brazil
241,bad religion,m,Brazil
241,three days grace,m,Brazil
241,franz ferdinand,m,Brazil
241,bon jovi,m,Brazil
241,guns n roses,m,Brazil
241,the kooks,m,Brazil
241,eric clapton,m,Brazil
243,new found glory,m,Japan
243,death cab for cutie,m,Japan
243,nofx,m,Japan
243,sum 41,m,Japan
243,lagwagon,m,Japan
243,jimmy eat world,m,Japan
243,motion city soundtrack,m,Japan
243,underworld,m,Japan
243,rage against the machine,m,Japan
243,mae,m,Japan
243,black eyed peas,m,Japan
243,stars,m,Japan
243,sigur rós,m,Japan
243,cansei de ser sexy,m,Japan
243,the offspring,m,Japan
243,jason mraz,m,Japan
243,the all-american rejects,m,Japan
243,band of horses,m,Japan
243,green day,m,Japan
254,shpongle,m,Turkey
254,manu chao,m,Turkey
254,camel,m,Turkey
254,air,m,Turkey
254,lamb,m,Turkey
254,bob marley,m,Turkey
254,placebo,m,Turkey
254,infected mushroom,m,Turkey
254,thievery corporation,m,Turkey
254,de-phazz,m,Turkey
254,morcheeba,m,Turkey
254,the velvet underground,m,Turkey
254,massive attack,m,Turkey
254,jamiroquai,m,Turkey
254,nouvelle vague,m,Turkey
254,booka shade,m,Turkey
260,in flames,m,Poland
260,helloween,m,Poland
260,children of bodom,m,Poland
260,[unknown],m,Poland
260,gentleman,m,Poland
260,amon amarth,m,Poland
260,hans zimmer,m,Poland
260,pidżama porno,m,Poland
260,deep purple,m,Poland
260,guano apes,m,Poland
260,r.e.m.,m,Poland
260,godsmack,m,Poland
260,joe satriani,m,Poland
260,edguy,m,Poland
260,fatboy slim,m,Poland
260,pink floyd,m,Poland
260,placebo,m,Poland
260,faithless,m,Poland
260,koЯn,m,Poland
260,the cure,m,Poland
262,aesop rock,m,United States
262,gym class heroes,m,United States
262,kanye west,m,United States
262,t.i.,m,United States
262,lupe fiasco,m,United States
262,girl talk,m,United States
262,the knife,m,United States
262,atmosphere,m,United States
262,daft punk,m,United States
262,linkin park,m,United States
262,sublime,m,United States
262,crystal castles,m,United States
276,nirvana,m,Portugal
276,underoath,m,Portugal
276,converge,m,Portugal
276,parkway drive,m,Portugal
276,from autumn to ashes,m,Portugal
276,killswitch engage,m,Portugal
276,as i lay dying,m,Portugal
276,lamb of god,m,Portugal
276,flogging molly,m,Portugal
276,the offspring,m,Portugal
276,queens of the stone age,m,Portugal
276,moonspell,m,Portugal
276,explosions in the sky,m,Portugal
276,god is an astronaut,m,Portugal
276,bring me the horizon,m,Portugal
276,the dillinger escape plan,m,Portugal
300,the beatles,m,Japan
300,jefferson airplane,m,Japan
300,nirvana,m,Japan
300,my bloody valentine,m,Japan
300,dinosaur jr.,m,Japan
300,the who,m,Japan
300,duran duran,m,Japan
300,the police,m,Japan
300,john lennon,m,Japan
300,captain beefheart & his magic band,m,Japan
311,the shins,m,United States
311,pink floyd,m,United States
311,kamelot,m,United States
311,peter gabriel,m,United States
311,johann sebastian bach,m,United States
311,camera obscura,m,United States
311,coldplay,m,United States
311,dragonforce,m,United States
311,creedence clearwater revival,m,United States
311,john lennon,m,United States
311,van morrison,m,United States
319,david guetta,m,Germany
319,the fratellis,m,Germany
319,mando diao,m,Germany
319,daft punk,m,Germany
319,the prodigy,m,Germany
319,eminem,m,Germany
319,the wombats,m,Germany
319,the sounds,m,Germany
319,justice,m,Germany
319,stone sour,m,Germany
319,turbonegro,m,Germany
319,the ting tings,m,Germany
319,maxïmo park,m,Germany
319,bob marley,m,Germany
319,millencolin,m,Germany
319,foo fighters,m,Germany
319,calvin harris,m,Germany
319,clueso,m,Germany
319,the subways,m,Germany
319,cake,m,Germany
319,the pigeon detectives,m,Germany
319,kanye west,m,Germany
319,deichkind,m,Germany
319,system of a down,m,Germany
319,the hives,m,Germany
319,green day,m,Germany
319,the killers,m,Germany
319,kaiser chiefs,m,Germany
319,die Ärzte,m,Germany
319,robyn,m,Germany
320,duran duran,m,United States
320,the police,m,United States
320,from autumn to ashes,m,United States
320,circa survive,m,United States
320,thursday,m,United States
320,thrice,m,United States
320,tenacious d,m,United States
320,bring me the horizon,m,United States
320,story of the year,m,United States
320,the black dahlia murder,m,United States
320,parkway drive,m,United States
322,the beatles,m,United Kingdom
322,paul simon,m,United Kingdom
322,bob dylan,m,United Kingdom
322,frank sinatra,m,United Kingdom
322,david bowie,m,United Kingdom
322,the rolling stones,m,United Kingdom
322,simon & garfunkel,m,United Kingdom
322,bruce springsteen,m,United Kingdom
322,leonard cohen,m,United Kingdom
322,the pogues,m,United Kingdom
322,led zeppelin,m,United Kingdom
322,elvis presley,m,United Kingdom
322,the kinks,m,United Kingdom
329,the smiths,m,Portugal
329,the flaming lips,m,Portugal
329,david bowie,m,Portugal
329,ramones,m,Portugal
329,the beatles,m,Portugal
329,the beach boys,m,Portugal
329,nirvana,m,Portugal
329,talking heads,m,Portugal
329,leonard cohen,m,Portugal
329,radiohead,m,Portugal
329,beirut,m,Portugal
329,grizzly bear,m,Portugal
329,beck,m,Portugal
329,new order,m,Portugal
329,miles davis,m,Portugal
329,guided by voices,m,Portugal
329,serge gainsbourg,m,Portugal
329,tegan and sara,m,Portugal
329,lily allen,m,Portugal
329,siouxsie and the banshees,m,Portugal
329,captain beefheart & his magic band,m,Portugal
329,tom waits,m,Portugal
329,prefuse 73,m,Portugal
329,fleet foxes,m,Portugal
330,atb,f,Poland
330,britney spears,f,Poland
330,beyoncé,f,Poland
330,the pussycat dolls,f,Poland
330,lady gaga,f,Poland
330,justin timberlake,f,Poland
330,rihanna,f,Poland
330,katy perry,f,Poland
330,mariah carey,f,Poland
330,timbaland,f,Poland
330,amy winehouse,f,Poland
330,madonna,f,Poland
330,kelly clarkson,f,Poland
351,placebo,f,United States
351,ensiferum,f,United States
351,ladytron,f,United States
351,enya,f,United States
351,crystal castles,f,United States
351,the cure,f,United States
351,agalloch,f,United States
351,the birthday massacre,f,United States
351,in flames,f,United States
351,philip glass,f,United States
351,therion,f,United States
351,daft punk,f,United States
351,gamma ray,f,United States
351,mono,f,United States
351,dragonforce,f,United States
